Ligne (ID),Ligne_nom_court,Date de début de validité,Résolution,Image
77,77,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a48c2d7679615bcb0040fa00be1cbc16
80,80,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0381e3a80ab3a3a7ba42a0b6e5827f39
158,KL,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c4c9181d644ba49ada4e841c94cbd181
150,150ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4f0d9b767851a01dc62acc75ae32b9fa
153,153ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b8764a0274def4b406109253b9a83e03
154,154ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ef6a27743f1e8a10c6f8a26c71f0bb52
156,156ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3e8f540573d45f01720706b222785a1a
161,161ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5fcc39b421ee13f025be39a7768d88d3
164,164ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/faeea5bd82d230377aa33743844369a2
173,173ex,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ba1252ea4b9277eadef3e46f2acb2d25
204,204,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/283070e7b8bcac7011b954f84aadb1b4
226,226,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8a1fae10f0d013182c4d33430f4bded9
233,233,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/55b610ee3b6a92f9594caf961083c842
235,235,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/efc4ba23b9f0ce2f1412c3a3bcdd804e
240,240,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/09ed8439f459a4d8bbcfe8586b02329b
242,242,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/eaba14392760e26387697d516a8ac3e3
243,243,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d44262c48f63db27850203963132688a
470,RPI-1,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7a521915db62d42ec0358dfc2c1cfe15
401,Ts1,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ddd73a679077e996aafcc39901b68d86
408,Ts8,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7851ad0c72e0bdd91eab34ef086d3cc9
411,Ts11,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/caca90d578b6f9e4cf49c87fe4d16a84
436,Ts36,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5888e8f58ae6b760f61749b575cf0880
441,Ts41,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c2ed2d6b0cb3f0fa6a2ebf46035fb3a3
445,Ts45,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/22a10ffcb7abf349e8eabf6aabe7cf48
455,Ts55,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/86dd19aeb15066b5d2c65c55080fda66
803,API,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/18dbe53bed290cf1428a664b2eb264ab
999,IND,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/744fd0624c84af28f83ff08a277932b7
810,NAV,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/959fec0ab5a12a128098486874c5d9b2
804,TTZ,2017-09-04,1:300,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/61ac30f1dd5332a5dc7febd89641003e
4,C4,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/feb514822964574331ad6d4957a14a19
13,13,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/503ba7d127abf3068ee4b2877d0917d5
53,53,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9644f0e6715e49c3260e0ecdd09326bc
56,56,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/17ca0ea312d083ee4dcd14c558daadff
57,57,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f44f0fabffdcb570d27e984f3c5ebb7b
70,70,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b2f05a918f8221a3bd8d441bea38ccaa
72,72,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cedb517b82f0afbe8196d3f6e3cffc5b
76,76,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fddb2f18d4e6d546e74eb728c21d9767
77,77,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fb9beafa6ebb12e86df0639c19253e12
82,82,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0f4a17904ee649ec7a9effe72c21eea7
94,94,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7dc65131183421a001e51b97bd18aa07
153,153ex,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c609265697dd08e5438250a40663f08b
202,202,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5588c07dc3b2550a28c77845989aa4f
207,207,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/940ccad2345037621b5646398e94f7de
208,208,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3bb446a667040875184d902d0e9a6bc3
212,212,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/336c4aa46d9a7d6e6aa596bd45bfabaa
214,214,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d0f5ca132ee5c47f013ab09cea5ece79
217,217,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e27c373ed3a225af932eda3aae24ad01
232,232,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/22219d6f0644c730cc0a2adbe4861a44
11,11,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/848b5980fb53360b9ec52fb3cc887da1
34,34,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3ff42f27dafb32300ee331f95a5291fc
51,51,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16f7faa37ed4c9526c2731dd94786fc3
54,54,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0571ddea6c158a5271cf2a79c4aaedf9
56,56,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8c1de33d120805e4851f67da7c808bef
63,63,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/99c42122216e37599eab821bf5ff2b66
67,67,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cac81dbadd59dd8081810afd0c6d727b
68,68,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5979df37fd955e85ef55342e63aea284
73,73,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1d12914b8da431d03086809b0cb0a870
75,75,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/86d396c20bc6b67d096b5c4b2e5aa64d
79,79,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7d7c76562cb4588d0c4249a06c20898c
158,KL,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/898294c1cb898000f243e66daa9b7d79
153,153ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d15ab80d7262e54b154d8713be293ade
154,154ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b59d40bafb8e632d93052d4e7ccb7841
173,173ex,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/57f0d9f0aa031d287e955b07416a575e
207,207,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/45cc5a1871f82128a9923f45b501664c
221,221,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/104e4f92371a4c1f9050411517d8ebbf
226,226,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ba7e48b7d7551bbd0929bc94205eafb5
228,228,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e4062e1e7046524e3392685b5bf23eba
229,229,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8724465565070d2c821e232741f2e2b4
231,231,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/34208ae8d9a4d5090a929193badf4c4e
233,233,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bca5c4f370612abe62f748badd6a6b44
235,235,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6c378949b031aa877f6e5bb670a44f3c
470,RPI-1,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/15de57c89b442ac5c29bbcd379c2c425
401,Ts1,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/083af0c0b73062951e822355d5564400
406,Ts6,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8edb38cfe13bf066b9e03262ac66d7ea
409,Ts9,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e0456897c5f335fbdd236694aee280fa
413,Ts13,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c932ed10a89de5e41eedd6ff51bf51df
437,Ts37,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d91b7350cbb87b5ae4c3afb9a103b725
445,Ts45,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ef0ecda8a7843cd747c2b400996e87c1
471,Ts71,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5bad3e5b7f63b5aae91b1c986b3a135c
481,Ts81,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2e7a108e8fe18b43b0f2b95f70ff0cd2
491,Ts91,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ffaec2571ca0eba8b51003938cb45a00
121,N1,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d89c094532f96feaa65bdb2fddd35d1a
806,BDS,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fe84befcae3404c8283de6a8bcf1956c
999,IND,2017-11-06,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5db09cce3717ab783ac19c49b4533412
1,C1,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/005bd2df2c1f92ab06426ee584fde2f7
4,C4,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c054b967d6819a89c54f49dc79a94893
5,C5,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c7365582c7a4c441c5bd1ef567d04fef
50,50,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/52dc8c83e9b68b981a86fdd6daec1059
51,51,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/eef399bd8ce4b98bdf1f26f5389aa048
52,52,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a4e4ac2db29445bc2037489ecf1b6cb1
54,54,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a579e71d72f4bfb40e15ceae2f0d6106
72,72,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1003ba3513e1276a3012a96e9756fccb
75,75,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d7de5dd3445b1210fa5eab4333418812
78,78,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3a1f0b7ed6a103bb4a0ea4ecc861f691
94,94,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/46bf09179d4b92905c5500ee36750a9d
152,152ex,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5cb62e9f497cd1e071dcdef8d924e32d
154,154ex,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bb96ac1c81763285ae0dd3c300b359b3
207,207,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/047050c20803d8c1d507220072b2a7d8
208,208,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c0e3a7c0524476fc78bd357e1e80f1a7
215,215,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f144ca939adc15f9e9afce3937af0276
216,216,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c86fd69dbe017b365a3047296f198746
220,220,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/40bc89ebd9ba0f485d6beada1f5e9ddd
223,223,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5d8cb6a10031298be628de37b0acbddb
224,224,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/18da679372a6b2b77a77249d4937d160
229,229,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d8ef2b026bac8f57453a9fc79234c1e2
231,231,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e1a6bbc24001e117c42add2af7a93554
233,233,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a69a21d2a6c0f3de983bd285aafefe5c
236,236,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4c3e11a418ae5ac83dce22e84f129da4
241,241,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/10c7765031f9784da73992f5a3985461
470,RPI-1,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/765347db36cd4dbbaa434ce07911a609
406,Ts6,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ad16beb73cc51d025cf37088c3649f76
413,Ts13,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/17c954728902938f7e5f3f7ee27d80e6
441,Ts41,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cbb069a1ab7cf96205d1aa53242f4a75
455,Ts55,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2c3ce579a5e692094d9559fccf79ebbb
475,Ts75,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a0df8dc6441cc97601043ad5ea064e6b
803,API,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/709cd037e66a22e340ba464a537a425d
999,IND,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7c27fd7602f5be8f620fc819201ffeb2
901,NAV,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9c8d9dd52a7f1f3ba19854476303a6e9
3,C3,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dbfdc15fc097e983b8af7e150798d95c
11,11,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/809c59fd939de33118dc6d7fd3778148
44,44,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf351a4ae4da936f0a9a45c1c1df6759
51,51,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/542fc2ebbd7735e93f9a87a88790d5aa
55,55,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3b1cd470739f55e6666aee6fe12ffa0a
68,68,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4b45adb0baf0e45fdae4d974e96f0fcb
73,73,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/49a2453b9a4a20ee43b08fb70cd98247
77,77,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3df4c81387fb02ed2dc84998a14fd22b
155,155ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8011f1e4c49d73d4429de84d408e9891
172,172ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dcacae41279b58fa790d2751251e706a
173,173ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d30034b49019c5d2e9a09e2858f19896
202,202,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/49262e1236e407f4629e9dc61c2ea190
203,203,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f6a6e21564e99df7b5806f548410c8d2
207,207,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2ae70f01111b921061af5ab21a8de0ba
208,208,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a19c601e14fb17f4d7a95cc8c150499a
212,212,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/534aefd3e99bfc68259c3e1218e0f72b
228,228,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ef9fe803b631517d6d07a7b9ee2fcc0
231,231,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cc25bb3ef5bb8efe8b6f4571acf83ef4
238,238,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7cc44b17e7a7c11e6c9e60fe3ac985d8
240,240,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ff049e4fc190f5fa9fcbcc094d64503c
403,Ts3,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bab1aa390f0a466a7c914e8437579da1
404,Ts4,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ff82fd3c1b72e9a6c568d071784bf464
410,Ts10,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6968cb6f302c232d3345cf15f5123324
411,Ts11,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1426790db6d4fe76d8fdb5bcf34fb320
432,Ts32,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5b1202ae8d318ecb36c988fffe3a7b5
433,Ts33,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/444db066665fb060c30e6ae563f6495c
436,Ts36,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b5abb4ebf45885d811a8c467a1dcda64
437,Ts37,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/812d44a006ccec5bbec2d5717a62d538
454,Ts54,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/207f1436fb2364e5afcbcec1ce606892
491,Ts91,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/02f7532e5696484bb9a35a8498f3defa
491,Ts91,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ee3486a01d568dafab8304bf12684630
121,N1,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c199dacf688a28b4cd768aa8539f5b46
122,N2,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/39960fce67afdc69a50f96a9a97a0b18
801,REL-A,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3d8fcb3bb3e37d0964d05ae9325d5581
804,TTZ,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b634f37d5c7ae2979818a161edfa21d0
1,C1,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/34535444b859997123a14e7d0debeb87
4,C4,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/741aa567660b05d1a1cb880c8c02fc70
13,13,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2639c15db0a7eba7e938c542b87c3d58
36,36,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8e66c2e8c4194f728079303b854da147
56,56,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/afafb4de745f3c12054a983a07609854
62,62,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ace629d9a01fcd5541b828fc9fe8607c
68,68,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/da02e27bc0a3ad8ed7d02f5e48271816
75,75,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2d6f11e74ffe26a1f956c19c80e4ad33
81,81,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/23380a8a29eb87d5d112cdfc0839decc
82,82,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/17b1203cfaf83ed07b06da346ddea1c9
