Ligne (ID),Ligne_nom_court,Date de début de validité,Résolution,Image
40,40ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/38cf79511d0df4f09435bf87f1152a8c
52,52,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9ab0f8a404dc6ef2dbe54fbb8027c291
53,53,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d56492e585e0af0ac7e7760c00e7fb5e
59,59,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6f996ea08f31d4507b02f4aeaae9c8e9
61,61,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/27a8571bbe8d87e9551d730a9fd9861c
72,72,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/29621ad7c711c7ae4c5ccc7417641192
74,74,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ca64d07df2d057a20f10193f197f63e1
80,80,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/84e1d2cfabf1286701820095e0e11003
91,91,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0876cb657d5beb4488d0052820f11af2
151,151ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/101368146039487538254c315929b80f
161,161ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/876b024ffab784afa1c7c48ee1cf80cd
204,204,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f6be3cc74d910babe99859cf34c7b95c
205,205,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a9b6a08657078158f2a136d9ae6c5803
211,211,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/52eef72df08c80452c6c0bc420068991
215,215,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6eec197b8c57d129dbcbdfb590ebd91b
216,216,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fc70dc9b1a51faf5f86808c676b0a8da
233,233,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5db625ae95499b7c6ec86c1e93903384
241,241,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6b3d5b66097e998a370ed60eb9089bf7
242,242,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7cd8ad5b5e1d5a1a6642425a456bdcd9
244,244,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c4a1f73b3ed2143834e568111eb91b77
402,Ts2,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/689cd6049af65d0d29a65eb72f62e65c
404,Ts4,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a354ea1fad9f047687243c235d9491fc
406,Ts6,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56dde704ceb6f05e95f9d8c9e87bab59
411,Ts11,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/de7a1d3a1b19df16038036953833ad59
432,Ts32,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d73d78e619d529e4d59fd508445c4fee
445,Ts45,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5f00a0f3fb0f0ca2680a7310648a020c
451,Ts51,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/214a1a348bf7f8728d071451e68eb695
454,Ts54,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8ad66a6af546501674b69eed5e770f07
466,Ts66,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f85bd8c5b57fe95b067d37bbea1db1c5
467,Ts67,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cd3158f7908b5fe7cd86a7a3e3644ec1
482,Ts82,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16a16982cf24dcb107991b369209d357
122,N2,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/aec2d64537a00116d1b621635fccb8b8
901,NAV,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4d02ac1ad368793890bfecc8120dd1ab
2,C2,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/95fd41e652c543fe93b95862337fb5cb
3,C3,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5e05cbe8eafeaf852f8b499b05f69317
11,11,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e03882da677a377dc712b397aa6572a3
14,14,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/624c885000e93f8a7e52b94835215223
50,50,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0a50ba2402d89918651a24f471d46cbc
52,52,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/329ad8007076d56d29c9d0025df92962
53,53,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3491f7ce4473c4e7c6d6924fda6c98e5
56,56,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/96c9dbf29753b978816fe36c61074404
61,61,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a9852e657e825d12dbb1e3f9ba1f7396
65,65,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/966f340a5b6c82782b3c734793d92d74
68,68,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/22026d8f71661e467a5183349f841bed
80,80,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fce6ad9fbec3c85cd53ad4b2aecf7d49
151,151ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e6a6bfbb3479ff3ca9914941376ed8dc
152,152ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1da342b3526d5304236895a0915d08d1
154,154ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d67591d7f4251ec51f4e3482cfa0ad36
159,159ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b844b7880b673b13bc32bdc6e6bc999b
161,161ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4cd9b62e82f7b654bdf6d9c3dc65024e
164,164ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4eb18cf6c81a0922486009908cc895eb
172,172ex,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/55295bcd5bcb53de48a4b2e48716244b
201,201,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/40bb68cd4208f992e9644686a91884e8
202,202,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/91b848b0192f5937a88d35b4b540f166
206,206,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/00b33edbe1957a9db27acb6411866eb8
208,208,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ce4e9b08a686fe0cf3a13882ecdd5432
232,232,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cb7dcb2fc59626d29de5d35a9d740288
239,239,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/728713935c6803faa3905ee1bde365bc
241,241,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c3e88150402e0dd53e06fc0929bba0b7
410,Ts10,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4eacf2730aafab3a6629130223f7efe1
411,Ts11,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/71b6ec60b8c0f082b81838bba3863180
433,Ts33,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c394b28d77dc5ceabb5dbb935ea1f5f8
435,Ts35,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ae0b3e6168a35fa85754fb164c90f7cb
455,Ts55,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e8c4ab0ed68dc7bc5a028162251ebf36
471,Ts71,2017-09-04,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b5bf09064e4e313d0a79b5c771ac5b75
4,C4,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/44a2eeb8bd103b489ebd3608c83e9b44
5,C5,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/eaf5cc6397481aa437a36fa33e6ad173
6,C6,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9c78cdaadc533efa7184797277741907
13,13,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3ca7a23a42985a5257aae490445db1b5
31,31,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/747a5e7db758c8f32064762ec1747537
35,35,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ddaf4f88d269f00cd9730383cb2a6613
36,36,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d971ab260412d960d7616c82e65e9112
57,57,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e3495d37ab697be4eea15c1230b9cb04
62,62,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c9b13fed9e1326ffe2727b2f11c6da17
64,64,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e9e31cea6fd24fcf1fe5dbba9c39f5a7
65,65,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8db612a90ee90f60cdf842fe8fc339e9
67,67,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0c64a489ad7f0240f3d0249e251faa40
71,71,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8da1ffd588cc1e956f079d2e16978eba
79,79,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/aa8fbf2077182a727a1012b3f91a151e
82,82,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/97396e7a659ac90cd8f984611a355f97
164,164ex,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d5e4bb3d1fd36b27658525d963c864e0
201,201,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a91210e20870099c4eafd8e9e013f9cf
220,220,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/137a91bc5f1b33ca8f3c9366f520480f
224,224,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bee1bc9bc48bd00c695145fb3c07a847
229,229,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/043b0d807597e1efe902b28ff0c8777c
232,232,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cdfd4d34fa36f0ef9704010c548faf5f
233,233,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/026b1d1d8b67867abf3835f951dd8fc5
234,234,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4318438a1c1d1f88af90f5129fe1d105
237,237,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d3b814b3fc3fb21902b90704e2fc1371
242,242,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/49c0e75c576b8ef6192c681a16d4a454
243,243,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/61c883acbdcf4a37e645d96b9d8dbfa1
401,Ts1,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7d6e37e63d974680dab9922aa373ec89
402,Ts2,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/772cbe4ef295f5ff2b5ae9a7277d72b1
461,Ts61,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/506bf72af44ee7298e6ee0ccc94c09b1
2,C2,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/acf2d13d418b03270aedba69fce42988
9,9,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e4434a3c4fcef504c87c36ba3d8fb6fc
13,13,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/154ae701c6dd90a8ab8651432723a54d
14,14,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/94bffe12fe9a97ab3278484225d06f2a
36,36,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5742a8c2ce3fb324fadafc1b1b9078d9
55,55,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ba0cec52904bd9ed1199ca9dfc9d6161
67,67,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/209dedfe3bd60078bbb36fd2aec29ad4
71,71,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ebc448ccb18bb41cf8c405d62c52f572
76,76,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ab17a6316c0b199277c938fa63e05096
77,77,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/900feb372ce388cdf041a801ad97ca3e
156,156ex,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d48e9c734968eaa1aac0550144966be8
159,159ex,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9ff1958a149110f4db07b445d616ae67
173,173ex,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/be97e1d05abee8a7361aef91efbb9a71
200,200,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/af4cc0606face36d0d51a0cad2c88860
206,206,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f76f41feed9ec8a1a6db838274bf2862
227,227,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7cd84a026af29b65d2583e8a5df76af0
228,228,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5b25a1dbd0d6a4a4eef40c773e9c2705
232,232,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ede66d840548f6c3868625d7e9675d80
239,239,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/36290d5bff946e4e27172705b9043a2c
242,242,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7f9b6e769e6cb67900809ce3d922bdbf
244,244,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c6afc922a6b09fa617d60306fefa64dd
402,Ts2,2017-09-04,1:100,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e47dd5f660f132f5777219d8d98e8bb5
121,N1,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c1c10a8861b60bef0c6b3e45322a3f08
122,N2,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8c318826a6b900f4111ca4675e3f422e
803,API,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/812079383166e33f6ce4404a03065b63
901,NAV,2017-11-06,1:30,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c02e0b481318189220f880a443cc2b23
34,34,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/936df5a9390ef2f474816303f053b9b7
35,35,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/35cc509560eccb85577f9299ede5568b
40,40ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5990cba2e0ed3a9fcb8961ee1e55b608
44,44,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/892ff2e6fc4b1378e8470926ba6abd6c
50,50,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a65e0673c07724b866e31053b05a4fbf
52,52,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6d308c620985eac3e22c8c5b4d1bce8b
54,54,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/52a280a9fd7caa884fb9dc9718ada218
59,59,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c8fd61acfdf9e0cbbe915bf5faa0765f
63,63,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/77fb9b5c42a51c94973c8de7981129a6
71,71,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/180cc7b904a0bb8f5cc628a3b0eedb62
73,73,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f59fd22930c6fb5f1b4f1241f60b5513
79,79,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/41835d6036f50f9b1fe684fb4f3995c5
91,91,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8101d2015b429e714ae9f3a93a657eba
154,154ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/782d56c2518ef14eb8d67734d1c2be07
155,155ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4088279af96ca8365d67b81283a5460c
159,159ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/41ee0ac1c38155858632a6181c6d2667
164,164ex,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9bc420a4cee9863090747c9fe9baf861
200,200,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ac0c3d142cc8af97d3c557df63435cd
207,207,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/da99eb6e123eb05b63c6935a777e1c62
218,218,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0fa2a0f1ccbfee6208b3a28785f3e874
221,221,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d81919d680015a3c0567951a8a9eaaaf
226,226,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/13ddcc40b849f8b91e9062df3091fa7d
234,234,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dd7c1e60f9c34d1d7750aa01590f3001
240,240,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6fb33943198bbb71ab3d8bea4e6a5858
401,Ts1,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1a2277912c8641595c05fe12a8b45127
404,Ts4,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56b2ab4785db6b2c692db5fcb1f80dd3
408,Ts8,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b40a1316c616225e68cddf47253ab555
437,Ts37,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56112bf99c71ed1b88a5aed5d6db4734
466,Ts66,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4033c15d862b616680912a052c2c8258
481,Ts81,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16e6809545157e5d0bc186dbff46c650
482,Ts82,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bfc7e4a78af6ddcdd94d3f035ddf5e3b
121,N1,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/97e71173817f29ddca89ef6658262a35
803,API,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6f2e7c0e512c1195437a22523f03749d
804,TTZ,2017-11-06,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5a1be2b150c2bf5e9b25b24c89c200e1
32,32,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8f0b6cc8df934841c01e44ed77f686a6
35,35,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/858e5f868a31d85e05092f2dd26d76ab
41,41ex,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cd7a58971f6f1d37c0a04079183a84aa
51,51,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0f4fd48597e15987016bb6bde5792f05
55,55,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5cc83d9d4a637f8beebe140cf5e8dba9
62,62,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/24eb5cfd3c3252bc4f04d4abcf58a27c
65,65,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3f4d9d5444a4952bcdeef8523ca8cd33
71,71,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ccd56b6b13d63b37bb226529b66d7d83
75,75,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4192d67191710330e5bd0b87a8f0ea5a
78,78,2017-09-04,1:22,https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fbd07b54b6189154f6744b9022d5c1ed
